"Name","Year","file","Organization_type","Size","Sector","Sec_SASB","Country","Region","OECD","english_non_english"
"Somos CaPAZes",2016,"SomosCaPAZes_2016","Non-profit organization","SME","Non-Profit / Services","Non-Profit / Services","Colombia","Latin America & the Caribbean","No","non-english"
"Sompo Holdings, Inc.",2016,"SompoHoldings,Inc._2016","Private company","Large","Financial Services","Financials","Japan","Asia","Yes","english"
"SONAE",2016,"SONAE_2016","Private company","Large","Conglomerates","Conglomerates","Portugal","Europe","No","english"
"Sonae Indústria",2016,"SonaeIndústria_2016","Private company","MNE","Forest and Paper Products","Renewable Resources & Alternative Energy","Portugal","Europe",NA,"english"
"Sonae Sierra",2016,"SonaeSierra_2016","Private company","Large","Real Estate","Infrastructure","Portugal","Europe","No","english"
"Songwon Industrial Group",2016,"SongwonIndustrialGroup_2016","Private company","MNE","Chemicals","Resource Transformation","Korea, Republic of","Asia","No","english"
"Sonix Technology Co., Ltd.",2016,"SonixTechnologyCo.,Ltd._2016","Private company","MNE","Equipment","Resource Transformation","Taiwan","Asia","No","non-english"
"Sonoma County Winegrowers",2016,"SonomaCountyWinegrowers_2016","Partnership","Large","Food and Beverage Products","Food and Beverage","United States of America","Northern America",NA,"english"
"Sonova",2016,"Sonova_2016","Private company","MNE","Healthcare Products","Healthcare","Switzerland","Europe","No","english"
"Sony (China) Limited",2016,"Sony(China)Limited_2016","Subsidiary","Large","Technology Hardware","Technology and Communications","Mainland China","Asia","No","non-english"
"Sony Financial Holdings",2016,"SonyFinancialHoldings_2016","Private company","MNE","Financial Services","Financials","Japan","Asia","No","non-english"
"Sopharma",2016,"Sopharma_2016","Private company","Large","Healthcare Products","Healthcare","Bulgaria","Europe",NA,"non-english"
"Sopra Steria",2016,"SopraSteria_2016","Private company","MNE","Computers","Technology and Communications","France","Europe",NA,"english"
"Soriana",2016,"Soriana_2016","Private company","Large","Food and Beverage Products","Food and Beverage","Mexico","Latin America & the Caribbean","No","non-english"
"Sound Transit",2016,"SoundTransit_2016","State-owned company","Large","Railroad","Infrastructure","United States of America","Northern America","No","english"
"Southeast Bank Limited",2016,"SoutheastBankLimited_2016","Private company","Large","Financial Services","Financials","Bangladesh","Asia",NA,"english"
"Southwest Gas Corporation",2016,"SouthwestGasCorporation_2016","Private company","Large","Energy","Extractives and Minerals Processing","United States of America","Northern America",NA,"english"
"Southwestern Energy",2016,"SouthwesternEnergy_2016","Private company","Large","Energy","Extractives and Minerals Processing","United States of America","Northern America","No","english"
"SOVENA",2016,"SOVENA_2016","Private company","MNE","Agriculture","Food and Beverage","Portugal","Europe","No","english"
"Sovereign Food",2016,"SovereignFood_2016","Private company","Large","Food and Beverage Products","Food and Beverage","South Africa","Africa",NA,"english"
"SP Group",2016,"SPGroup_2016","Private company","MNE","Other","Other","Denmark","Europe",NA,"non-english"
"Spaleck GmbH & Co. KG",2016,"SpaleckGmbH&Co.KG_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","Germany","Europe",NA,"non-english"
"Spanjaard",2016,"Spanjaard_2016","Private company","Large","Chemicals","Resource Transformation","South Africa","Africa","No","english"
"SPAREBANK 1 SR-BANK ASA",2016,"SPAREBANK1SR-BANKASA_2016","Private company","Large","Financial Services","Financials","Norway","Europe",NA,"non-english"
"Specialfastigheter Sverige",2016,"SpecialfastigheterSverige_2016","State-owned company","SME","Real Estate","Infrastructure","Sweden","Europe","No","english"
"Spectrum Geo",2016,"SpectrumGeo_2016","Private company","Large","Mining","Extractives and Minerals Processing","Norway","Europe",NA,"english"
"Spendrups Bryggerier AB",2016,"SpendrupsBryggerierAB_2016","Private company","Large","Food and Beverage Products","Food and Beverage","Sweden","Europe","No","non-english"
"SPIC-Shanghai Electric Power",2016,"SPIC-ShanghaiElectricPower_2016","Subsidiary","Large","Energy Utilities","Infrastructure","Mainland China","Asia","No","non-english"
"SPIE",2016,"SPIE_2016","Private company","MNE","Construction Materials","Extractives and Minerals Processing","France","Europe","No","english"
"SPIL",2016,"SPIL_2016","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","english"
"Spirax-Sarco Engineering PLC",2016,"Spirax-SarcoEngineeringPLC_2016","State-owned company","Large","Other","Other","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Spire Healthcare Group plc",2016,"SpireHealthcareGroupplc_2016","Private company","Large","Healthcare Services","Healthcare","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Sponda",2016,"Sponda_2016","Private company","MNE","Real Estate","Infrastructure","Finland","Europe","No","english"
"Sporveien Oslo",2016,"SporveienOslo_2016","Public institution","Large","Other","Other","Norway","Europe",NA,"non-english"
"Spur Corporation",2016,"SpurCorporation_2016","Private company","Large","Food and Beverage Products","Food and Beverage","South Africa","Africa",NA,"english"
"SQM",2016,"SQM_2016","Private company","Large","Chemicals","Resource Transformation","Chile","Latin America & the Caribbean","No","english"
"Sri Trang Agro Industry",2016,"SriTrangAgroIndustry_2016","Private company","Large","Agriculture","Food and Beverage","Thailand","Asia",NA,"english"
"SRITEX",2016,"SRITEX_2016","Subsidiary","MNE","Textiles and Apparel","Consumer Goods","Indonesia","Asia",NA,"non-english"
"Šroubárna Kyjov",2016,"ŠroubárnaKyjov_2016","Private company","SME","Metals Products","Extractives and Minerals Processing","Czech Republic","Europe",NA,"non-english"
"SRV Yhtiöt",2016,"SRVYhtiöt_2016","Private company","Large","Real Estate","Infrastructure","Finland","Europe","No","english"
"SSE",2016,"SSE_2016","Private company","MNE","Energy","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"SSP Group Plc",2016,"SSPGroupPlc_2016","Private company","Large","Food and Beverage Products","Food and Beverage","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Stabilus S.A.",2016,"Stabilus S.A._2016","Private company","MNE","Automotive","Transportation","Luxembourg","Europe",NA,"english"
"Stadt Zug",2016,"StadtZug_2016","Public institution","Large","Public Agency","Services","Switzerland","Europe",NA,"non-english"
"Stadt Zürich",2016,"StadtZürich_2016","Public institution","Large","Public Agency","Services","Switzerland","Europe",NA,"english"
"Stadtreinigung Hamburg",2016,"StadtreinigungHamburg_2016","Public institution","Large","Waste Management","Infrastructure","Germany","Europe","No","non-english"
"Stadtwerke Frankfurt am Main",2016,"StadtwerkeFrankfurtamMain_2016","State-owned company","Large","Other","Other","Germany","Europe",NA,"non-english"
"Stagecoach Group PLC",2016,"StagecoachGroupPLC_2016","Private company","MNE","Railroad","Infrastructure","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Stanbic Bank Uganda",2016,"StanbicBankUganda_2016","Subsidiary","Large","Financial Services","Financials","Uganda","Africa",NA,"english"
"Stanbic IBTC Holdings Plc.",2016,"StanbicIBTCHoldingsPlc._2016","Private company","Large","Financial Services","Financials","Nigeria","Africa",NA,"english"
"Standard Bank Angola",2016,"StandardBankAngola_2016","Private company","Large","Financial Services","Financials","Angola","Africa",NA,"non-english"
"Standard Bank Limited",2016,"StandardBankLimited_2016","Private company","Large","Financial Services","Financials","Bangladesh","Asia",NA,"non-english"
"Standard Chartered",2016,"StandardChartered_2016","Private company","Large","Financial Services","Financials","United Kingdom of Great Britain and Northern Ireland","Europe","No","english"
"Standard Chartered Bank Botswana",2016,"StandardCharteredBankBotswana_2016","Private company","Large","Financial Services","Financials","Botswana","Africa",NA,"non-english"
"Standard Chartered Bank Kenya",2016,"StandardCharteredBankKenya_2016","Subsidiary","Large","Financial Services","Financials","Kenya","Africa",NA,"non-english"
"Standard Chemical & Pharmaceutical Co. Ltd.",2016,"StandardChemical&PharmaceuticalCo.Ltd._2016","Private company","Large","Chemicals","Resource Transformation","Taiwan","Asia","No","non-english"
"Standard Foods Corporation",2016,"StandardFoodsCorporation_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Taiwan","Asia","No","non-english"
"Standard Group Ltd",2016,"StandardGroupLtd_2016","Private company","Large","Media","Technology and Communications","Kenya","Africa",NA,"english"
"Standard Life",2016,"StandardLife_2016","Private company","MNE","Financial Services","Financials","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"Stantec Consulting Ltd",2016,"StantecConsultingLtd_2016","Private company","Large","Commercial Services","Financials","Canada","Northern America","No","english"
"Staples Inc.",2016,"StaplesInc._2016","Private company","MNE","Retailers","Consumer Goods","United States of America","Northern America","No","english"
"Starbucks Coffee Company",2016,"StarbucksCoffeeCompany_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","United States of America","Northern America",NA,"english"
"StarHub",2016,"StarHub_2016","Private company","Large","Telecommunications","Technology and Communications","Singapore","Asia","No","english"
"Starwood Hotels and Resorts",2016,"StarwoodHotelsandResorts_2016","Private company","MNE","Tourism/Leisure","Tourism/Leisure","United States of America","Northern America","No","english"
"State Bank of India",2016,"StateBankofIndia_2016","Public institution","Large","Financial Services","Financials","India","Asia",NA,"english"
"State Power Investment Corporation",2016,"StatePowerInvestmentCorporation_2016","State-owned company","Large","Energy","Extractives and Minerals Processing","Mainland China","Asia","No","non-english"
"State Street Corporation",2016,"StateStreetCorporation_2016","Private company","MNE","Financial Services","Financials","United States of America","Northern America","No","english"
"Statnett SF",2016,"StatnettSF_2016","State-owned company","Large","Energy","Extractives and Minerals Processing","Norway","Europe","Yes","non-english"
"Steelcase",2016,"Steelcase_2016","Private company","MNE","Consumer Durables","Consumer Goods","United States of America","Northern America",NA,"english"
"Stefanutti Stocks",2016,"StefanuttiStocks_2016","Private company","Large","Construction","Infrastructure","South Africa","Africa","No","english"
"Stellar Capital Partners",2016,"StellarCapitalPartners_2016","Private company","SME","Financial Services","Financials","South Africa","Africa",NA,"english"
"STMicroelectronics",2016,"STMicroelectronics_2016","Private company","Large","Technology Hardware","Technology and Communications","Switzerland","Europe","Yes","english"
"Stockmann",2016,"Stockmann_2016","Private company","MNE","Retailers","Consumer Goods","Finland","Europe","Yes","english"
"Stora Enso",2016,"StoraEnso_2016","Private company","Large","Forest and Paper Products","Renewable Resources & Alternative Energy","Finland","Europe","No","english"
"Strabag",2016,"Strabag_2016","Private company","Large","Construction","Infrastructure","Austria","Europe",NA,"non-english"
"Straits Trading",2016,"StraitsTrading_2016","Private company","MNE","Real Estate","Infrastructure","Singapore","Asia","No","english"
"Straumann Holding",2016,"StraumannHolding_2016","Private company","Large","Technology Hardware","Technology and Communications","Switzerland","Europe","No","english"
"Strauss Group",2016,"StraussGroup_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Israel","Asia",NA,"english"
"Strong Petrochemical",2016,"StrongPetrochemical_2016","Private company","SME","Energy","Extractives and Minerals Processing","Hong Kong","Asia",NA,"non-english"
"Studiosus Reisen",2016,"StudiosusReisen_2016","Private company","SME","Tourism/Leisure","Tourism/Leisure","Germany","Europe","No","non-english"
"Suara Cooperativa",2016,"SuaraCooperativa_2016","Cooperative","Large","Non-Profit / Services","Non-Profit / Services","Spain","Europe",NA,"non-english"
"Sucrivoire SIFCA",2016,"SucrivoireSIFCA_2016","Private company","Large","Food and Beverage Products","Food and Beverage","Côte d'Ivoire","Africa",NA,"non-english"
"Sul América Companhia de Seguros Saúde",2016,"SulAméricaCompanhiadeSegurosSaúde_2016","Private company","Large","Financial Services","Financials","Brazil","Latin America & the Caribbean","No","non-english"
"Sula Iron & Gold Plc",2016,"SulaIron&GoldPlc_2016","Private company","Large","Metals Products","Extractives and Minerals Processing","United Kingdom of Great Britain and Northern Ireland","Europe",NA,"english"
"SUMCO CORPORATION",2016,"SUMCOCORPORATION_2016","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"non-english"
"Sumika Technology",2016,"SumikaTechnology_2016","Private company","MNE","Technology Hardware","Technology and Communications","Taiwan","Asia","No","non-english"
"Sumitomo Chemicals",2016,"SumitomoChemicals_2016","Private company","MNE","Chemicals","Resource Transformation","Japan","Asia","No","non-english"
"Sumitomo Dainippon Pharma",2016,"SumitomoDainipponPharma_2016","Private company","MNE","Healthcare Products","Healthcare","Japan","Asia",NA,"english"
"Sumitomo Electric Industries",2016,"SumitomoElectricIndustries_2016","Private company","MNE","Technology Hardware","Technology and Communications","Japan","Asia","No","non-english"
"Sumitomo Forestry",2016,"SumitomoForestry_2016","Subsidiary","MNE","Real Estate","Infrastructure","Japan","Asia","No","english"
"Sumitomo Heavy Industries, Ltd.",2016,"SumitomoHeavyIndustries,Ltd._2016","Private company","MNE","Equipment","Resource Transformation","Japan","Asia",NA,"english"
"Sumitomo Mitsui Financial Group (SMFG)",2016,"SumitomoMitsuiFinancialGroup(SMFG)_2016","Private company","MNE","Financial Services","Financials","Japan","Asia","No","non-english"
"Sumitomo Mitsui Trust Holdings (SMTH)",2016,"SumitomoMitsuiTrustHoldings(SMTH)_2016","Private company","MNE","Financial Services","Financials","Japan","Asia","No","non-english"
"Sumitomo Realty & Development",2016,"SumitomoRealty&Development_2016","Subsidiary","Large","Real Estate","Infrastructure","Japan","Asia","No","english"
"Sumitomo Rubber Industries",2016,"SumitomoRubberIndustries_2016","Private company","MNE","Other","Other","Japan","Asia",NA,"english"
"Sumitomo Trust and Banking",2016,"SumitomoTrustandBanking_2016","Private company","MNE","Financial Services","Financials","Japan","Asia","No","english"
"SUMOL+COMPAL",2016,"SUMOL+COMPAL_2016","Private company","MNE","Food and Beverage Products","Food and Beverage","Portugal","Europe",NA,"non-english"
"Sun Brothers Development Co., Ltd.",2016,"SunBrothersDevelopmentCo.,Ltd._2016","Private company","Large","Construction Materials","Extractives and Minerals Processing","Taiwan","Asia",NA,"non-english"
"Sun Hung Kai",2016,"SunHungKai_2016","Private company","MNE","Real Estate","Infrastructure","Hong Kong","Asia","No","english"
"Sun International Limited",2016,"SunInternationalLimited_2016","Private company","Large","Tourism/Leisure","Tourism/Leisure","South Africa","Africa","No","english"
